award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00919,EMP0029,EMP0022,Teamwork & Collaboration Award,Hi Morgan I just wanted to personally thank you for the incredible thoughtfulness you bring to every,D,Strong collaboration and team support,2025-05-27,612,Approved
AWD00920,EMP0021,EMP0038,Teamwork & Collaboration Award,"Ryan, on behalf of Regional Bank launch team (Jennifer Martinez, Katie Chen, and me), thank you for",D,Strong collaboration and team support,2025-04-25,179,Approved
AWD00921,EMP0035,EMP0038,Teamwork & Collaboration Award,"Sarah, a huge Commerce thank you for your support during your secondment with the gift card sourcing",D,Strong collaboration and team support,2025-03-07,633,Approved
AWD00922,EMP0036,EMP0001,Teamwork & Collaboration Award,"Alex, I have successfully completed the Process Builder and Workflow Rule migration project with you",D,Strong collaboration and team support,2025-10-13,1313,Approved
AWD00923,EMP0035,EMP0053,Teamwork & Collaboration Award,"David, thank you for pulling the video platform benchmarks and sharing such thoughtful feedback on t",D,Strong collaboration and team support,2025-08-05,387,Approved
AWD00924,EMP0056,EMP0035,Professional Excellence Award,I wanted to take a second and thank the two of you for the work you put into testing each award for,E,Strong professional contribution,2025-03-05,960,Approved
AWD00925,EMP0009,EMP0004,Teamwork & Collaboration Award,Hey Folks! I just wanted to take a quick moment to thank each of you for looking after my tasks whil,D,Strong collaboration and team support,2025-05-23,866,Approved
AWD00926,EMP0046,EMP0031,Teamwork & Collaboration Award,"Thank you Emma, for all of your help, support, and hard work since I joined the team. From day one,",D,Strong collaboration and team support,2025-04-26,196,Approved
AWD00927,EMP0048,EMP0015,Leadership & Management Award,"Dear Leaders, I'd like to sincerely thank you for your outstanding leadership during this first wave",A,Demonstrated strong leadership and mentoring,2025-01-04,1480,Approved
AWD00928,EMP0025,EMP0043,Teamwork & Collaboration Award,"Dear team, I want to take a moment to thank each of you for your outstanding work throughout the Tha",D,Strong collaboration and team support,2025-05-18,1554,Approved
AWD00929,EMP0026,EMP0023,Customer & Client Focus Award,Tremendous work in your personalized outreach to Stellar Technologies. Absolutely loved how you emai,C,Exceptional customer service and relationships,2025-01-24,1484,Approved
AWD00930,EMP0057,EMP0006,Leadership & Management Award,"Hi Rachel, I just wanted to take a moment to thank you for being my go-to person for any difficult q",A,Demonstrated strong leadership and mentoring,2025-11-18,347,Approved
AWD00931,EMP0020,EMP0006,Innovation & Business Impact Award,"Jessica, thank you so much for taking the time and effort to drop a surprise on each of our desks th",B,Driving innovation and business results,2025-02-24,560,Approved
AWD00932,EMP0053,EMP0022,Teamwork & Collaboration Award,"Marcus, thank you for your cooperation on the New Bank set up in our ERP system. You kindly shared i",D,Strong collaboration and team support,2025-12-20,809,Approved
AWD00933,EMP0054,EMP0020,Leadership & Management Award,"Kevin, I would like to thank you for all the tips you shared with me yesterday regarding the Global",A,Demonstrated strong leadership and mentoring,2025-08-27,203,Approved
AWD00934,EMP0024,EMP0019,Teamwork & Collaboration Award,Thanks Michael for going through the effort to organize a team bonding evening. It was nice to catch,D,Strong collaboration and team support,2025-12-09,1983,Approved
AWD00935,EMP0028,EMP0020,Leadership & Management Award,"Tyler, I just wanted to take a moment to thank you for all your hard work while I was out sick. You",A,Demonstrated strong leadership and mentoring,2025-06-03,842,Approved
AWD00936,EMP0008,EMP0002,Teamwork & Collaboration Award,"Sophie, I just wanted to take a moment to thank you for all the great collaboration we've had, espec",D,Strong collaboration and team support,2025-04-03,1630,Approved
AWD00937,EMP0059,EMP0058,Leadership & Management Award,"Victoria, I want to sincerely thank you for your exceptional leadership, strategic thinking, and unw",A,Demonstrated strong leadership and mentoring,2025-03-03,152,Approved
AWD00938,EMP0057,EMP0038,Customer & Client Focus Award,Congratulations to Amy and Laura for their outstanding collaboration on the successful onboarding of,C,Exceptional customer service and relationships,2025-03-31,1415,Approved
AWD00939,EMP0011,EMP0023,Teamwork & Collaboration Award,Anton this award is somewhat overdue. I wanted to take a minute to thank you for all of the support,D,Strong collaboration and team support,2025-02-12,1487,Approved
AWD00940,EMP0041,EMP0032,Innovation & Business Impact Award,"Hi Jake, I just wanted to say thank you for giving me a hand, actually, for taking on the automation",B,Driving innovation and business results,2025-03-24,749,Approved
AWD00941,EMP0014,EMP0059,Teamwork & Collaboration Award,"Before this year ends, I want to thank you both — Sarah and Emma — for always taking the time to exp",D,Strong collaboration and team support,2025-10-16,298,Approved
AWD00942,EMP0026,EMP0037,Teamwork & Collaboration Award,"Hi ladies, I want to say a huge thank you for all your help throughout the year. Your willingness to",D,Strong collaboration and team support,2025-05-11,1463,Approved
AWD00943,EMP0024,EMP0053,Social Responsibility & Culture Award,"Marcus! Our cultural energizer who is always celebrating others and planning special gatherings, and",F,Community and social impact,2025-11-11,132,Approved
AWD00944,EMP0019,EMP0044,Professional Excellence Award,Happy Birthday Maya! Hope you have a great day!,E,Strong professional contribution,2025-12-12,423,Approved
AWD00945,EMP0010,EMP0056,Leadership & Management Award,"Alex and Jordan, I wanted to take a moment to thank you both for your proactive support when the cus",A,Demonstrated strong leadership and mentoring,2025-04-02,1338,Approved
AWD00946,EMP0023,EMP0005,Teamwork & Collaboration Award,"Hi Alex, I just wanted to take a moment to thank you for going above and beyond in helping me unders",D,Strong collaboration and team support,2025-07-11,532,Approved
AWD00947,EMP0048,EMP0012,Customer & Client Focus Award,"Hey team, I just want to say a big thank you for all the effort over the past week, tackling challen",C,Exceptional customer service and relationships,2025-04-06,1974,Approved
AWD00948,EMP0018,EMP0052,Customer & Client Focus Award,Thank you all for your collaboration and persistence in bringing the MegaMart digital gift card live,C,Exceptional customer service and relationships,2025-07-13,1548,Approved
AWD00949,EMP0052,EMP0040,Customer & Client Focus Award,"Hi Sofia, Thank you so much for the first-hand update on the new gift card additions to our store. W",C,Exceptional customer service and relationships,2025-02-11,1137,Approved
AWD00950,EMP0053,EMP0038,Teamwork & Collaboration Award,thanks for helping me triage a potential component library single-select focus issue based on your e,D,Strong collaboration and team support,2025-04-16,1755,Approved
AWD00951,EMP0027,EMP0032,Teamwork & Collaboration Award,I just wanted to take a moment to thank you for your continued partnership and support. I truly appr,D,Strong collaboration and team support,2025-01-03,776,Approved
AWD00952,EMP0030,EMP0032,Teamwork & Collaboration Award,"Riley/Sam, in the last few months you both moved from Team Phoenix to Team Velocity and temporarily",D,Strong collaboration and team support,2025-02-03,1467,Approved
AWD00953,EMP0015,EMP0044,Professional Excellence Award,"Legends, I want to take a moment to thank each of you for your incredible hard work over the Thanksg",E,Professional excellence and expertise,2025-06-19,101,Approved
AWD00954,EMP0001,EMP0041,Customer & Client Focus Award,"Team, I want to take a moment to recognize the incredible effort you've put in over the Thanksgiving",C,Exceptional customer service and relationships,2025-07-05,742,Approved
AWD00955,EMP0054,EMP0056,Teamwork & Collaboration Award,Thanks Taylor for all your support working together on the annual review system. It has been great w,D,Strong collaboration and team support,2025-06-09,490,Approved
AWD00956,EMP0055,EMP0035,Teamwork & Collaboration Award,"Chris, I wanted to take a moment to thank you for being such an amazing, supportive partner during o",D,Strong collaboration and team support,2025-09-26,1268,Approved
AWD00957,EMP0025,EMP0012,Teamwork & Collaboration Award,"Team, I want to recognise the incredible perseverance and energy you've all shown as we approach thi",D,Strong collaboration and team support,2025-06-03,148,Approved
AWD00958,EMP0047,EMP0007,Leadership & Management Award,Thank you Morgan for covering the compliance review tasks while I was OOO last week! A huge amount o,A,Demonstrated strong leadership and mentoring,2025-12-09,601,Approved
AWD00959,EMP0041,EMP0034,Teamwork & Collaboration Award,Thank you Casey for putting together a comprehensive accessibility design pattern document on landma,D,Strong collaboration and team support,2025-03-17,446,Approved
AWD00960,EMP0006,EMP0051,Teamwork & Collaboration Award,thank you Jamie for your help with the branding questions I had around the annual review system bann,D,Strong collaboration and team support,2025-12-26,1059,Approved
AWD00961,EMP0014,EMP0038,Leadership & Management Award,"Hi all,   Just wanted take a moment to say thank for month-end prep and working through an unusual b",A,Demonstrated strong leadership and mentoring,2025-08-05,1753,Approved
AWD00962,EMP0010,EMP0049,Teamwork & Collaboration Award,Thank you both so much for stepping in and making sure everything was covered yesterday while I was,D,Strong collaboration and team support,2025-11-29,1910,Approved
AWD00963,EMP0015,EMP0040,Teamwork & Collaboration Award,Well done Marcus for automating the long standing corporate spend guidance reports. These were some,D,Strong collaboration and team support,2025-06-19,799,Approved
AWD00964,EMP0006,EMP0016,Leadership & Management Award,"Tyler, thank you for your speedy response and resolution to my ticket management system request. I h",A,Demonstrated strong leadership and mentoring,2025-01-01,1606,Approved
AWD00965,EMP0033,EMP0019,Professional Excellence Award,"Hey Team,   I want to take a moment to thank each of you for your incredible hard work over the Than",E,Professional excellence and expertise,2025-09-17,1557,Approved
AWD00966,EMP0020,EMP0007,Leadership & Management Award,"Hi Emma, I just wanted to take a moment to send a huge thank you for everything you've done with the",A,Demonstrated strong leadership and mentoring,2025-04-02,804,Approved
AWD00967,EMP0020,EMP0037,Customer & Client Focus Award,Thanks Ryan for your  proactive monitoring during the Cyber Monday  period. Your quick decision to i,C,Exceptional customer service and relationships,2025-05-07,1212,Approved
AWD00968,EMP0037,EMP0036,Teamwork & Collaboration Award,Thanks a million for supporting our recruitment recently for our newest software engineer. Really ap,D,Strong collaboration and team support,2025-09-17,701,Approved
AWD00969,EMP0020,EMP0053,Teamwork & Collaboration Award,"David, thank you for your partnership and the calming, thoughtful technical leadership you've brough",D,Strong collaboration and team support,2025-06-30,1064,Approved
